"train_step","score","average_ep","average_step"
"100000","0.0","0"
"200000","133.33333333333334","0"
"300000","207.14285714285714","0"
"400000","0.0","0"
"500000","300.0","0"
"600000","440.0","0"
"700000","133.33333333333334","0"
"800000","366.6666666666667","0"
"900000","904.8543689320388","0"
"1000000","1661.25","0"
"1100000","2010.126582278481","0"
"1200000","2056.4102564102564","0"
"1300000","2257.1428571428573","0"
"1400000","2285.0","0"
"1500000","2280.15873015873","0"
"1600000","2233.5135135135133","0"
"1700000","2309.338521400778","0"
"1800000","2386.6666666666665","0"
"1900000","2342.0289855072465","0"
"2000000","2351.552795031056","0"
"2100000","2349.805447470817","0"
"2200000","2498.076923076923","0"
"2300000","2756.6326530612246","0"
"2400000","3086.0050890585244","0"
"2500000","3482.4034334763946","0"
"2600000","4120.661157024793","0"
"2700000","4175.862068965517","0"
"2800000","4397.058823529412","0"
"2900000","4454.736842105263","0"
"3000000","4287.573964497042","0"
"3100000","4421.105527638191","0"
"3200000","4275.438596491228","0"
"3300000","4340.143369175627","0"
"3400000","4357.7464788732395","0"
"3500000","4517.509727626459","0"
"3600000","4464.948453608247","0"
"3700000","4526.541554959786","0"
"3800000","4508.011869436202","0"
"3900000","4515.634218289086","0"
"4000000","4503.351955307263","0"
"4100000","4533.159268929504","0"
"4200000","4461.666666666667","0"
"4300000","4541.176470588235","0"
"4400000","4494.545454545455","0"
"4500000","4518.592964824121","0"
"4600000","4452.586206896552","0"
"4700000","4481.818181818182","0"
"4800000","4461.333333333333","0"
"4900000","4454.545454545455","0"
"5000000","4521.224489795918","0"
"5100000","4490.421455938697","0"
"5200000","4441.269841269841","0"
"5300000","4491.911764705882","0"
"5400000","4505.982905982906","0"
"5500000","4511.290322580645","0"
"5600000","4459.701492537313","0"
"5700000","4443.027888446215","0"
"5800000","4530.375426621161","0"
"5900000","4466.826923076923","0"
"6000000","4545.318352059925","0"
"6100000","4560.728744939272","0"
"6200000","4519.521912350598","0"
"6300000","4513.934426229508","0"
"6400000","4534.375","0"
"6500000","4394.871794871795","0"
"6600000","4465.925925925926","0"
"6700000","4404.494382022472","0"
"6800000","4440.316205533597","0"
"6900000","4519.266055045871","0"
"7000000","4450.740740740741","0"
"7100000","4501.930501930502","0"
"7200000","4515.021459227468","0"
"7300000","4436.585365853659","0"
"7400000","4450.0","0"
"7500000","4508.212560386473","0"
"7600000","4484.848484848485","0"
"7700000","4538.489208633094","0"
"7800000","4541.69741697417","0"
"7900000","4490.697674418605","0"
"8000000","4497.802197802198","0"
"8100000","4498.909090909091","0"
"8200000","4521.929824561404","0"
"8300000","4543.601895734597","0"
"8400000","4509.322033898305","0"
"8500000","4496.078431372549","0"
"8600000","4581.395348837209","0"
"8700000","4481.538461538462","0"
"8800000","4467.777777777777","0"
"8900000","4511.004784688996","0"
"9000000","4480.434782608696","0"
"9100000","4495.131086142322","0"
"9200000","4532.467532467533","0"
"9300000","4505.676855895196","0"
"9400000","4524.279835390947","0"
"9500000","4503.030303030303","0"
"9600000","4528.888888888889","0"
"9700000","4526.818181818182","0"
"9800000","4522.580645161291","0"
"9900000","4442.342342342342","0"
"10000000","4530.701754385965","0"
