"train_step","score","average_ep","average_step"
"100000","79.16666666666667","0"
"200000","260.0","0"
"300000","862.5","0"
"400000","1916.6666666666667","0"
"500000","1175.0","0"
"600000","912.5","0"
"700000","847.3684210526316","0"
"800000","586.8421052631579","0"
"900000","641.9354838709677","0"
"1000000","900.0","0"
"1100000","1091.304347826087","0"
"1200000","1275.0","0"
"1300000","809.433962264151","0"
"1400000","1169.2307692307693","0"
"1500000","684.2105263157895","0"
"1600000","1255.5555555555557","0"
"1700000","1584.0","0"
"1800000","1326.984126984127","0"
"1900000","1592.3076923076924","0"
"2000000","1544.0","0"
"2100000","1750.632911392405","0"
"2200000","1733.3333333333333","0"
"2300000","1971.4285714285713","0"
"2400000","1925.4237288135594","0"
"2500000","2038.7096774193549","0"
"2600000","1876.1904761904761","0"
"2700000","1915.2542372881355","0"
"2800000","2042.857142857143","0"
"2900000","2124.0963855421687","0"
"3000000","2029.4871794871794","0"
"3100000","2161.904761904762","0"
"3200000","2175.862068965517","0"
"3300000","2273.239436619718","0"
"3400000","2281.012658227848","0"
