"episode","score","train_step"
"0","2400.0","755785"
"1","1500.0","766508"
"2","2400.0","768653"
"3","400.0","769844"
"4","1500.0","789877"
"5","1500.0","792309"
"6","400.0","796448"
"7","2500.0","812802"
"8","400.0","813641"
"9","2800.0","817880"
"10","1400.0","820950"
"11","400.0","822301"
"12","1400.0","823655"
"13","2500.0","824591"
"14","400.0","825394"
"15","400.0","825921"
"16","2400.0","831070"
"17","1400.0","833364"
"18","1400.0","869291"
"19","1400.0","871053"
"20","1400.0","871937"
"21","400.0","872712"
"22","400.0","874063"
"23","400.0","874771"
"24","400.0","875486"
"25","1500.0","878408"
"26","400.0","880431"
"27","1400.0","881243"
"28","2800.0","886444"
"29","400.0","888407"
"30","400.0","889140"
"31","1400.0","890751"
"32","2800.0","892394"
"33","400.0","893041"
"34","1400.0","893956"
"35","1400.0","897851"
"36","400.0","903362"
"37","2800.0","905450"
"38","400.0","905917"
"39","1400.0","907293"
"40","1400.0","908303"
"41","1500.0","910369"
"42","2500.0","911241"
"43","400.0","912156"
"44","1400.0","912974"
"45","1400.0","913888"
"46","2500.0","916547"
"47","1400.0","919387"
"48","4400.0","935964"
"49","400.0","936766"
"50","400.0","937499"
"51","400.0","938977"
"52","400.0","941070"
"53","400.0","942581"
"54","2400.0","943256"
"55","4400.0","993257"
"56","2400.0","1043258"
"57","400.0","1043897"
"58","400.0","1045024"
"59","1400.0","1046033"
"60","400.0","1046777"
"61","400.0","1047381"
"62","1400.0","1048377"
"63","400.0","1049586"
"64","5800.0","1052477"
"65","400.0","1053319"
"66","1400.0","1054032"
"67","2800.0","1055975"
"68","1400.0","1056691"
"69","1400.0","1057370"
"70","1400.0","1058127"
"71","400.0","1058785"
"72","1400.0","1059580"
"73","400.0","1060259"
"74","400.0","1069103"
"75","2800.0","1070876"
"76","2400.0","1072291"
"77","1400.0","1072773"
"78","400.0","1073247"
"79","1400.0","1074508"
"80","1400.0","1075620"
"81","2400.0","1077178"
"82","400.0","1077707"
"83","5800.0","1080250"
"84","3400.0","1084284"
"85","6800.0","1099357"
"86","1400.0","1105256"
"87","2500.0","1110931"
"88","2800.0","1112419"
"89","400.0","1113697"
"90","1400.0","1115055"
"91","2400.0","1122640"
"92","1400.0","1124476"
"93","2800.0","1130684"
"94","1400.0","1131200"
"95","1400.0","1131783"
"96","4600.0","1148617"
"97","2500.0","1150621"
"98","2400.0","1200622"
"99","400.0","1202081"
"100","1400.0","1202860"
"101","400.0","1203422"
"102","2400.0","1253423"
"103","2400.0","1303424"
"104","1400.0","1317289"
"105","1400.0","1318856"
"106","400.0","1319232"
"107","1400.0","1319917"
"108","2400.0","1356881"
"109","1400.0","1358498"
"110","1400.0","1359369"
"111","400.0","1372279"
"112","2400.0","1373179"
"113","1400.0","1374726"
"114","1400.0","1375823"
"115","400.0","1410435"
"116","400.0","1427330"
"117","2400.0","1428199"
"118","1400.0","1428803"
"119","1400.0","1429450"
"120","1400.0","1430129"
"121","2500.0","1480130"
"122","1400.0","1481513"
"123","1400.0","1481939"
"124","1400.0","1482522"
"125","400.0","1484344"
"126","1400.0","1485027"
"127","400.0","1485566"
"128","1400.0","1486181"
"129","2400.0","1491692"
"130","1400.0","1492744"
"131","1400.0","1493183"
"132","2400.0","1510182"
"133","1400.0","1510655"
"134","2400.0","1511457"
"135","2400.0","1512866"
"136","1400.0","1513593"
"137","1400.0","1514160"
"138","6800.0","1519313"
"139","1400.0","1520326"
"140","1400.0","1521133"
"141","2400.0","1521939"
"142","1400.0","1523323"
"143","2400.0","1532834"
"144","2500.0","1539531"
"145","1400.0","1540565"
"146","2400.0","1541913"
"147","2400.0","1543482"
"148","1400.0","1544290"
"149","1400.0","1544748"
"150","1400.0","1545555"
"151","1400.0","1546717"
"152","1400.0","1575604"
"153","1500.0","1586525"
"154","1400.0","1587276"
"155","1400.0","1588064"
"156","3600.0","1601987"
"157","1400.0","1603349"
"158","1400.0","1603922"
"159","2800.0","1605389"
"160","1400.0","1606243"
"161","1400.0","1610701"
"162","2400.0","1611569"
"163","100.0","1650580"
"164","2400.0","1679035"
"165","1400.0","1680290"
"166","1400.0","1681001"
"167","1400.0","1681571"
"168","1400.0","1682065"
"169","400.0","1682552"
"170","2400.0","1683647"
"171","1400.0","1684835"
"172","1400.0","1685531"
"173","1400.0","1686547"
"174","1400.0","1687034"
"175","2400.0","1688675"
"176","2400.0","1689420"
"177","2400.0","1739421"
"178","1400.0","1739863"
"179","2400.0","1744152"
"180","2400.0","1778781"
"181","2400.0","1779521"
"182","1400.0","1779915"
"183","1400.0","1780379"
"184","2400.0","1781348"
"185","1400.0","1782153"
"186","2400.0","1782962"
"187","1400.0","1783758"
"188","2400.0","1813425"
"189","1400.0","1814029"
"190","1400.0","1814563"
"191","2400.0","1815212"
"192","1400.0","1815910"
"193","2400.0","1816463"
"194","1400.0","1816903"
"195","1400.0","1817346"
"196","1400.0","1817743"
"197","1400.0","1818180"
"198","1400.0","1818574"
"199","2400.0","1819127"
"200","1400.0","1819883"
"201","1400.0","1820389"
"202","2400.0","1820942"
"203","1400.0","1821481"
"204","1400.0","1822133"
"205","2400.0","1824154"
"206","1400.0","1824544"
"207","2400.0","1825121"
"208","2400.0","1825706"
"209","1400.0","1826405"
"210","2400.0","1827079"
"211","1400.0","1827507"
"212","1400.0","1828055"
"213","1400.0","1829058"
"214","1400.0","1829685"
"215","2400.0","1830359"
"216","1400.0","1830749"
"217","2400.0","1832898"
"218","2400.0","1833568"
"219","400.0","1833942"
"220","2400.0","1834570"
"221","3400.0","1851147"
"222","1400.0","1851954"
"223","2400.0","1852663"
"224","2400.0","1853240"
"225","1400.0","1853797"
"226","2400.0","1855108"
"227","2400.0","1855788"
"228","2400.0","1856431"
"229","2400.0","1857042"
"230","2400.0","1857690"
"231","2400.0","1858492"
"232","1400.0","1859233"
"233","2400.0","1859778"
"234","1400.0","1860379"
"235","1400.0","1861195"
"236","2400.0","1861779"
"237","2400.0","1862772"
"238","1400.0","1863620"
"239","2400.0","1864837"
"240","2400.0","1866062"
"241","1400.0","1866592"
"242","2400.0","1877505"
"243","0.0","1877901"
"244","2400.0","1879798"
"245","1500.0","1881993"
"246","400.0","1882751"
"247","2400.0","1883400"
"248","2400.0","1885201"
"249","2400.0","1885814"
"250","2400.0","1886583"
"251","2400.0","1888538"
"252","2400.0","1889276"
"253","1400.0","1889763"
"254","2400.0","1892612"
"255","2400.0","1893230"
"256","2400.0","1893843"
"257","2400.0","1894484"
"258","2400.0","1895061"
